hb,cancer_site,sex,year,incidences_all_ages,hb_name
S08000015,Malignant brain cancer,Females,2008,17,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2009,16,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2010,19,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2011,14,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2012,10,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2013,10,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2014,13,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2015,16,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2016,12,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2017,13,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2018,17,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2019,21,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2020,17,Ayrshire and Arran
S08000015,Malignant brain cancer,Females,2021,11,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,1997,24,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,1998,38,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,1999,30,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2000,22,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2001,27,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2002,24,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2003,29,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2004,28,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2005,32,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2006,32,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2007,32,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2008,32,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2009,27,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2010,28,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2011,36,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2012,25,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2013,31,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2014,33,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2015,37,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2016,29,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2017,31,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2018,42,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2019,37,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2020,37,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",All,2021,35,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,1997,11,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,1998,21,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,1999,22,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2000,12,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2001,15,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2002,16,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2003,19,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2004,19,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2005,13,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2006,16,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2007,16,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2008,15,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2009,10,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2010,9,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2011,21,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2012,14,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2013,21,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2014,20,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2015,21,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2016,17,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2017,18,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2018,25,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2019,15,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2020,19,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Male,2021,24,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,1997,13,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,1998,17,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,1999,8,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2000,10,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2001,12,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2002,8,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2003,10,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2004,9,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2005,19,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2006,16,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2007,16,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2008,17,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2009,17,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2010,19,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2011,15,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2012,11,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2013,10,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2014,13,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2015,16,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2016,12,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2017,13,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2018,17,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2019,22,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2020,18,Ayrshire and Arran
S08000015,"Malig brain ca (incl pit. gland, cranio. duct, pineal gland)",Females,2021,11,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,1997,0,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,1998,0,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,1999,0,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2000,33,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2001,31,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2002,26,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2003,26,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2004,38,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2005,38,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2006,38,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2007,36,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2008,51,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2009,46,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2010,33,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2011,33,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2012,36,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2013,50,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2014,53,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2015,52,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2016,49,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2017,53,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2018,52,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2019,46,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2020,37,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",All,2021,51,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,1997,0,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,1998,0,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,1999,0,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2000,12,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2001,16,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2002,8,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2003,9,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2004,17,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2005,14,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2006,8,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2007,14,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2008,16,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2009,19,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2010,14,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2011,14,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2012,17,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2013,16,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2014,17,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2015,18,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2016,21,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2017,23,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2018,17,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2019,9,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2020,14,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Male,2021,17,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,1997,0,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,1998,0,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,1999,0,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2000,21,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2001,15,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2002,18,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2003,17,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2004,21,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2005,24,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2006,30,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2007,22,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2008,35,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2009,27,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2010,19,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2011,19,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2012,19,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2013,34,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2014,36,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2015,34,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2016,28,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2017,30,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2018,35,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2019,37,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2020,23,Ayrshire and Arran
S08000015,"Non-malig brain ca (incl pit.gland,cranio.duct,pineal gland)",Females,2021,34,Ayrshire and Arran
S08000015,All brain and CNS tumours (malignant and non-malignant),All,1997,0,Ayrshire and Arran
S08000015,All brain and CNS tumours (malignant and non-malignant),All,1998,0,Ayrshire and Arran
S08000015,All brain and CNS tumours (malignant and non-malignant),All,1999,0,Ayrshire and Arran
S08000015,All brain and CNS tumours (malignant and non-malignant),All,2000,55,Ayrshire and Arran
S08000015,All brain and CNS tumours (malignant and non-malignant),All,2001,58,Ayrshire and Arran
S08000015,All brain and CNS tumours (malignant and non-malignant),All,2002,50,Ayrshire and Arran
S08000015,All brain and CNS tumours (malignant and non-malignant),All,2003,55,Ayrshire and Arran
S08000015,All brain and CNS tumours (malignant and non-malignant),All,2004,66,Ayrshire and Arran
S08000015,All brain and CNS tumours (malignant and non-malignant),All,2005,70,Ayrshire and Arran
